Transcript	GO.IDs
TR387059|c5_g3_i2	GO:0000122;GO:0001764;GO:0001893;GO:0001937;GO:0001972;GO:0003707;GO:0003714;GO:0004879;GO:0005634;GO:0006629;GO:0007519;GO:0008270;GO:0009566;GO:0009952;GO:0009956;GO:0010596;GO:0030522;GO:0030900;GO:0032355;GO:0042803;GO:0043401;GO:0043565;GO:0045736;GO:0045893;GO:0048514;GO:0060173;GO:0060674;GO:0060707;GO:0060849
TR387060|c1_g1_i1	GO:0003674
TR387060|c1_g2_i1	
TR387061|c0_g4_i1	
TR387061|c1_g1_i2	
TR387061|c1_g3_i1	GO:0005515;GO:0016020
TR387061|c1_g3_i10	GO:0016020
TR387061|c1_g3_i2	GO:0005515;GO:0016020
TR387061|c1_g3_i4	GO:0016020
TR387061|c1_g3_i7	GO:0005515;GO:0016020
TR387062|c1_g1_i1	
TR387062|c2_g1_i4	GO:0004653;GO:0016020;GO:0018243
TR387063|c3_g1_i4	
TR387064|c0_g2_i2	
TR387064|c1_g2_i3	
TR387066|c2_g1_i1	
TR387066|c4_g1_i1	GO:0003674;GO:0006259
TR387066|c4_g1_i2	GO:0003674;GO:0006259
TR387068|c1_g1_i1	
TR387070|c1_g1_i1	GO:0005524;GO:0016021;GO:0042626;GO:0055085
TR387072|c1_g1_i1	GO:0005737;GO:0007283
TR387072|c1_g1_i3	GO:0005737;GO:0007283
TR387072|c1_g1_i5	
TR387072|c2_g2_i1	
TR387072|c3_g1_i1	GO:0031514
TR387072|c3_g1_i2	GO:0031514
TR387072|c3_g1_i3	GO:0031514
TR387072|c3_g2_i1	
TR387072|c3_g2_i2	
TR387072|c3_g2_i6	
TR387073|c6_g1_i4	
TR387073|c7_g2_i1	
TR387075|c1_g1_i2	GO:0003677;GO:0003910;GO:0005524;GO:0005634;GO:0005739;GO:0006310;GO:0046872;GO:0051103;GO:0051301;GO:0071897;GO:1903461
TR387075|c1_g1_i3	GO:0003677;GO:0003910;GO:0005524;GO:0005634;GO:0005739;GO:0006310;GO:0046872;GO:0051103;GO:0051301;GO:0071897;GO:1903461
TR387075|c1_g1_i4	GO:0003677;GO:0003910;GO:0005524;GO:0005634;GO:0005739;GO:0006310;GO:0046872;GO:0051103;GO:0051301;GO:0071897;GO:1903461
TR387076|c2_g1_i2	
TR387076|c2_g1_i3	
TR387076|c2_g1_i4	
TR387076|c2_g1_i5	
TR387077|c9_g2_i1	GO:0005524;GO:0006457;GO:0032501;GO:0048856;GO:0048869;GO:0050789;GO:0051082;GO:0060271;GO:0065008
TR387077|c9_g2_i2	GO:0005524;GO:0006457;GO:0032501;GO:0048856;GO:0048869;GO:0050789;GO:0051082;GO:0060271;GO:0065008
TR387077|c9_g2_i5	GO:0006457;GO:0022607;GO:0043167;GO:0051082
TR387078|c2_g1_i1	GO:0000109;GO:0000166;GO:0000731;GO:0000781;GO:0003682;GO:0003684;GO:0003887;GO:0005654;GO:0005737;GO:0006287;GO:0006297;GO:0008296;GO:0016020;GO:0016235;GO:0019899;GO:0034644;GO:0043625;GO:0045004;GO:0055089;GO:0090305
TR387078|c2_g1_i3	GO:0000166;GO:0003677;GO:0003887;GO:0006260;GO:0008408;GO:0071897;GO:0090305
TR387079|c1_g1_i1	
TR387079|c1_g2_i1	GO:0003723;GO:0004000;GO:0006396
TR387079|c1_g2_i5	GO:0003723;GO:0004000;GO:0006396
TR387080|c2_g2_i1	
TR387080|c2_g2_i2	
TR387080|c2_g3_i2	
TR387081|c4_g1_i1	GO:0003674
TR387082|c4_g4_i2	
TR387083|c1_g1_i3	GO:0008270;GO:0046872
TR387084|c4_g1_i9	GO:0004252;GO:0005262;GO:0005509;GO:0006508;GO:0016020;GO:0030246;GO:0050982
TR387084|c4_g2_i1	
TR387084|c4_g3_i2	
TR387084|c5_g1_i3	
TR387084|c5_g1_i4	
TR387084|c5_g1_i5	
TR387084|c5_g1_i7	
TR387084|c5_g2_i1	
TR387084|c5_g2_i2	
TR387084|c5_g2_i3	
TR387085|c0_g1_i1	
TR387085|c0_g2_i3	GO:0003674
TR387086|c1_g1_i2	GO:0002376;GO:0003677;GO:0004871;GO:0005739;GO:0006259;GO:0006950
TR387086|c1_g1_i4	
TR387086|c1_g1_i6	GO:0002376;GO:0003677;GO:0004871;GO:0005739;GO:0006259;GO:0006950
TR387087|c0_g1_i1	
TR387087|c1_g1_i1	
TR387087|c1_g1_i2	
TR387087|c1_g1_i3	
TR387088|c0_g1_i1	GO:0003730;GO:0005737;GO:0015030;GO:0045930;GO:0070935
TR387088|c0_g1_i2	GO:0003730;GO:0005737;GO:0015030;GO:0045930;GO:0070935
TR387089|c3_g3_i3	
TR387090|c5_g1_i1	
TR387090|c5_g4_i2	GO:0000001;GO:0000011;GO:0000132;GO:0000142;GO:0000812;GO:0000916;GO:0001300;GO:0004402;GO:0005200;GO:0005829;GO:0005884;GO:0006281;GO:0006887;GO:0006897;GO:0007119;GO:0009306;GO:0016573;GO:0030050;GO:0030476;GO:0030479;GO:0031011;GO:0032432;GO:0034599;GO:0035267;GO:0050794
TR387090|c5_g6_i1	
TR387090|c5_g7_i4	
TR387091|c2_g1_i1	
TR387092|c4_g1_i1	GO:0016772
TR387092|c4_g1_i3	
TR387092|c4_g1_i4	
TR387096|c0_g1_i1	GO:0003779
TR387096|c0_g1_i4	GO:0003779
TR387097|c18_g3_i1	
TR387097|c18_g4_i2	
TR387099|c1_g1_i1	GO:0003723;GO:0003724;GO:0003968;GO:0006351;GO:0039694
TR387100|c0_g1_i2	
TR387100|c0_g2_i1	GO:0003674
TR387101|c1_g1_i5	
TR387101|c1_g2_i2	
TR387101|c1_g3_i1	
TR387101|c2_g1_i1	
TR387102|c0_g1_i2	
TR387102|c1_g1_i1	
TR387102|c1_g1_i2	
TR387102|c1_g1_i3	
TR387102|c2_g5_i1	
TR387103|c5_g3_i2	
TR387103|c6_g5_i1	
TR387104|c0_g1_i2	GO:0003674
TR387106|c8_g3_i1	
TR387107|c5_g1_i1	GO:0004725;GO:0035335
TR387107|c5_g1_i3	GO:0004725;GO:0016021;GO:0035335
TR387108|c8_g1_i1	
TR387108|c8_g3_i1	
TR387108|c8_g4_i1	
TR387108|c9_g6_i1	
TR387109|c4_g1_i8	GO:0003723;GO:0003964;GO:0006278
TR387111|c0_g1_i1	
TR387112|c1_g1_i1	GO:0005743;GO:0015187;GO:1904983
TR387112|c1_g1_i3	GO:0005743;GO:0015187;GO:1904983
TR387112|c1_g1_i4	GO:0005743;GO:0015187;GO:1904983
TR387112|c1_g1_i5	GO:0005739;GO:0016020;GO:0055085
TR387112|c1_g1_i6	GO:0005743;GO:0015187;GO:1904983
TR387113|c0_g1_i1	GO:0003674;GO:0006810
TR387116|c6_g1_i2	
TR387117|c4_g1_i1	GO:0004559;GO:0006013;GO:0030246
TR387117|c4_g1_i2	GO:0004559;GO:0006013;GO:0030246
TR387117|c4_g1_i5	GO:0005975;GO:0016798;GO:0044281
TR387117|c4_g1_i9	GO:0004559;GO:0006013;GO:0030246
TR387117|c4_g2_i1	GO:0005975;GO:0016798;GO:0044281
TR387118|c1_g1_i1	GO:0003824;GO:0005313;GO:0005509;GO:0005743;GO:0006754;GO:0015183;GO:0015813;GO:0016021;GO:0030170;GO:0043490;GO:0051592;GO:0070778
TR387118|c1_g1_i2	GO:0003824;GO:0005313;GO:0005509;GO:0005743;GO:0006754;GO:0015183;GO:0015813;GO:0016021;GO:0030170;GO:0043490;GO:0051592;GO:0070778
TR387121|c0_g1_i1	
TR387121|c0_g1_i2	
TR387121|c0_g1_i3	
TR387121|c1_g1_i1	GO:0005044;GO:0006898;GO:0016020;GO:0016021
TR387121|c1_g1_i2	GO:0005044;GO:0006898;GO:0016020;GO:0016021
TR387121|c1_g1_i3	GO:0004725;GO:0005509;GO:0005576;GO:0005604;GO:0005938;GO:0016311;GO:0016791;GO:0030054;GO:0035335;GO:0070062
TR387121|c1_g1_i4	GO:0005044;GO:0006898;GO:0016020;GO:0016021
TR387122|c2_g1_i1	
TR387122|c2_g1_i2	
TR387122|c2_g1_i5	GO:0046872
TR387122|c2_g3_i1	GO:0046872
TR387123|c1_g1_i1	GO:0003674;GO:0006259;GO:0006950
TR387123|c1_g2_i1	GO:0006281;GO:0043066;GO:0043229
TR387124|c2_g2_i1	GO:0000287;GO:0004012;GO:0005524;GO:0015914;GO:0016021
TR387125|c11_g3_i2	
TR387125|c11_g3_i3	
TR387125|c11_g4_i2	
TR387126|c2_g1_i1	GO:0005783;GO:0008289;GO:0016020
TR387126|c2_g3_i1	GO:0008289;GO:0016020;GO:0016021
TR387126|c2_g3_i2	GO:0008289;GO:0016020;GO:0016021
TR387126|c2_g4_i1	GO:0016020
TR387126|c2_g4_i2	GO:0016020
TR387127|c1_g1_i1	GO:0003824
TR387127|c1_g1_i4	GO:0003824
TR387127|c1_g1_i6	GO:0003824
TR387129|c2_g1_i1	GO:0006464;GO:0016874
TR387130|c2_g3_i1	
TR387130|c2_g4_i1	GO:0016192;GO:0031982;GO:0043231
TR387130|c2_g4_i2	GO:0016192;GO:0031982;GO:0043231
TR387131|c2_g1_i1	
TR387131|c3_g4_i1	
TR387131|c5_g3_i1	GO:0006629
TR387131|c5_g3_i2	GO:0006629;GO:0016788
TR387131|c5_g3_i5	GO:0006629
TR387131|c5_g4_i1	
TR387131|c5_g4_i2	GO:0001666;GO:0016042;GO:0016787;GO:0016788
TR387215|c0_g1_i1	GO:0005886;GO:0007155;GO:0043167
TR387215|c0_g1_i2	GO:0005886;GO:0007155;GO:0043167
TR387215|c0_g1_i3	GO:0005886;GO:0007155;GO:0043167
TR387215|c1_g2_i1	GO:0005575;GO:0007155;GO:0043167
TR387215|c1_g3_i2	
TR387216|c1_g1_i1	GO:0004725;GO:0005515;GO:0006470
TR387216|c1_g1_i5	GO:0004725;GO:0005515;GO:0006470
TR387217|c1_g1_i1	GO:0005198;GO:0005882
TR387217|c1_g1_i3	GO:0005198;GO:0005882
TR387217|c1_g3_i1	GO:0005198;GO:0005882
TR387219|c4_g3_i1	
TR387219|c4_g6_i1	
TR387219|c4_g7_i1	
TR387220|c1_g2_i1	GO:0000186;GO:0001664;GO:0001973;GO:0003924;GO:0004871;GO:0005525;GO:0005654;GO:0005813;GO:0005829;GO:0005834;GO:0007049;GO:0007193;GO:0007213;GO:0007214;GO:0008016;GO:0008284;GO:0016021;GO:0030425;GO:0030496;GO:0031683;GO:0044297;GO:0045121;GO:0046872;GO:0050805;GO:0051301;GO:0051924;GO:0070062
TR387220|c1_g3_i1	GO:0003924;GO:0004871;GO:0005525;GO:0007188;GO:0031683;GO:0046872
TR387220|c1_g6_i1	GO:0000186;GO:0001664;GO:0001973;GO:0003924;GO:0004871;GO:0005525;GO:0005654;GO:0005813;GO:0005829;GO:0005834;GO:0007049;GO:0007193;GO:0007213;GO:0007214;GO:0008016;GO:0008284;GO:0016021;GO:0030425;GO:0030496;GO:0031683;GO:0044297;GO:0045121;GO:0046872;GO:0050805;GO:0051301;GO:0051924;GO:0070062
TR387221|c2_g1_i1	GO:0005768;GO:0006886;GO:0006904;GO:0007032;GO:0007040;GO:0030154;GO:0030674;GO:0030897;GO:0035542;GO:0048066;GO:0050896
TR387222|c1_g3_i1	GO:0003674
TR387223|c2_g1_i2	GO:0004672;GO:0005524;GO:0006468
TR387223|c2_g1_i7	GO:0004672;GO:0005524;GO:0006468
TR387224|c4_g1_i1	GO:0005773;GO:0016887;GO:0022857;GO:0032991
TR387224|c4_g1_i2	GO:0005773;GO:0016887;GO:0022857;GO:0032991
TR387225|c5_g1_i1	
TR387225|c7_g1_i4	
TR387225|c7_g1_i6	
TR387226|c2_g2_i1	GO:0003874;GO:0006729;GO:0046872
TR387226|c2_g2_i3	GO:0003874;GO:0006729;GO:0046872
TR387226|c2_g5_i7	
TR387228|c2_g1_i1	GO:0003950;GO:0005737;GO:0016020;GO:0016740;GO:0016757
TR387228|c2_g1_i2	GO:0003950;GO:0005737;GO:0016020;GO:0016740;GO:0016757
TR387230|c2_g1_i2	GO:0005575;GO:0022857
TR387230|c2_g1_i3	GO:0005575;GO:0022857
TR387230|c2_g2_i1	GO:0005215;GO:0016020;GO:0016021;GO:0022857;GO:0055085
TR387230|c2_g4_i1	GO:0005575;GO:0055085
TR387232|c5_g2_i1	GO:0003924;GO:0004871;GO:0005525;GO:0007186;GO:0031683
TR387232|c5_g2_i5	GO:0003924;GO:0004871;GO:0005525;GO:0007186;GO:0031683
TR387233|c3_g1_i1	
TR387233|c4_g1_i2	GO:0005575;GO:0055085
TR387233|c4_g1_i3	GO:0005575;GO:0055085
TR387234|c1_g3_i3	GO:0005515;GO:0016787
TR387235|c6_g1_i2	
TR387235|c6_g3_i1	GO:0003674
TR387235|c6_g5_i3	
TR387238|c1_g1_i1	
TR387238|c2_g1_i2	
TR387238|c3_g4_i2	
TR387238|c4_g1_i3	
TR387238|c4_g3_i1	
TR387238|c4_g4_i2	
TR387238|c4_g8_i1	
TR387239|c5_g2_i2	
TR387239|c6_g1_i1	
TR387239|c6_g1_i3	GO:0001967;GO:0005769;GO:0005770;GO:0008284;GO:0030176;GO:0030307;GO:0030433;GO:0030968;GO:1904153
TR387240|c1_g1_i2	GO:0003964;GO:0006278
TR387241|c1_g2_i1	
TR387241|c1_g3_i1	
TR387243|c3_g1_i1	GO:0005515;GO:0016301;GO:0016310
TR387243|c3_g1_i2	GO:0005515;GO:0016301;GO:0016310
TR387243|c3_g1_i3	GO:0005515;GO:0016301;GO:0016310
TR387243|c3_g1_i4	GO:0005515;GO:0016301;GO:0016310
TR387243|c3_g1_i5	GO:0005515;GO:0016301;GO:0016310
TR387243|c3_g2_i1	GO:0003743;GO:0005515;GO:0006413;GO:0016301;GO:0016310
TR387243|c3_g2_i2	GO:0005515;GO:0016301;GO:0016310
TR387243|c3_g3_i1	GO:0003743;GO:0006413;GO:0016301;GO:0016310
TR387244|c3_g2_i1	
TR387244|c4_g2_i1	
TR387245|c0_g1_i1	
TR387245|c0_g6_i1	
TR387245|c0_g6_i3	
TR387245|c0_g7_i2	
TR387245|c0_g7_i3	
TR387246|c6_g1_i1	
TR387246|c6_g1_i2	
TR387247|c0_g1_i1	GO:0035091
TR387248|c3_g1_i3	
TR387248|c3_g1_i4	
TR387249|c2_g1_i1	
TR387249|c2_g1_i2	
TR387249|c2_g1_i3	
TR387249|c2_g1_i4	
TR387249|c2_g3_i1	
TR387249|c2_g3_i2	
TR387249|c2_g3_i3	
TR387250|c2_g1_i1	
TR387250|c4_g3_i5	GO:0005769;GO:0005770;GO:0005829;GO:0006886;GO:0008565;GO:0030904;GO:0042147
TR387251|c1_g3_i1	
TR387251|c1_g4_i1	
TR387252|c1_g1_i1	GO:0003674
TR387253|c3_g1_i1	
TR387253|c3_g3_i2	
TR387253|c3_g4_i1	
TR387254|c5_g1_i1	
TR387254|c5_g1_i2	
TR387254|c5_g3_i1	
TR387255|c2_g2_i1	
TR387255|c2_g2_i3	
TR387255|c2_g3_i1	
TR387255|c2_g4_i1	
TR387255|c4_g1_i1	
TR387255|c4_g1_i3	
TR387255|c4_g3_i2	
TR387256|c4_g1_i1	GO:0005337;GO:0016020;GO:1901642
TR387257|c3_g1_i1	GO:0003676;GO:0008270;GO:0015074
TR387257|c3_g1_i4	
TR387258|c2_g1_i1	GO:0016021
TR387260|c1_g1_i1	GO:0004742;GO:0006090;GO:0045254
TR387260|c1_g1_i2	GO:0005737;GO:0016746;GO:0044281
TR387260|c1_g1_i4	GO:0004742;GO:0006090;GO:0045254
TR387261|c2_g1_i2	
TR387261|c3_g1_i1	GO:0004497;GO:0005788;GO:0030433;GO:0055114
TR387263|c2_g1_i1	
TR387263|c2_g2_i1	
TR387263|c3_g1_i1	GO:0008152;GO:0008169;GO:0008170;GO:0008171;GO:0008276;GO:0016427;GO:0016434
TR387263|c3_g1_i3	GO:0003723;GO:0005634;GO:0006364;GO:0008169;GO:0008171;GO:0008276;GO:0016273;GO:0016423;GO:0016426;GO:0016427;GO:0016433;GO:0016434;GO:0032259
TR387263|c3_g4_i1	GO:0008168;GO:0016740;GO:0032259
TR387263|c3_g4_i3	
TR387264|c4_g1_i1	GO:0003674
TR387264|c4_g1_i3	
TR387264|c5_g1_i1	GO:0005575
TR387264|c5_g1_i3	GO:0005575
TR387264|c5_g2_i1	GO:0005575
TR387264|c5_g3_i1	GO:0005575
TR387265|c1_g1_i2	GO:0005249;GO:0006813;GO:0008076;GO:0055085
TR387266|c1_g1_i1	GO:0016021;GO:0022857;GO:0055085
TR387267|c2_g1_i1	GO:0003674
TR387267|c2_g1_i2	GO:0003674
TR387267|c2_g2_i5	
TR387267|c2_g2_i6	
TR387268|c0_g4_i1	
TR387268|c1_g1_i1	GO:0003674
TR387270|c0_g1_i1	GO:0004970;GO:0016020
TR387270|c0_g1_i2	GO:0004970;GO:0016020
TR387271|c0_g1_i1	
TR387271|c0_g2_i1	
TR387272|c20_g2_i8	
TR387273|c2_g1_i1	
TR387273|c2_g1_i2	
TR387273|c2_g1_i4	
TR387273|c2_g1_i7	
TR387273|c2_g2_i1	GO:0003700;GO:0005634;GO:0006355;GO:0043565
TR387273|c2_g2_i2	GO:0003700;GO:0005634;GO:0006355;GO:0043565
TR387273|c2_g2_i3	GO:0003700;GO:0005634;GO:0006355;GO:0043565
TR387273|c2_g2_i4	GO:0003700;GO:0005634;GO:0006355;GO:0043565
TR387274|c2_g1_i1	
TR387274|c4_g1_i2	GO:0003674
TR387274|c4_g1_i3	GO:0003674
TR387274|c4_g1_i5	GO:0003674
TR387274|c5_g1_i1	GO:0003674;GO:0005575
TR387275|c0_g1_i1	GO:0003777;GO:0005524;GO:0007018;GO:0016887;GO:0030286
TR387275|c0_g1_i2	GO:0003777;GO:0005524;GO:0007018;GO:0016887;GO:0030286
TR387276|c10_g1_i1	
TR387276|c10_g2_i1	
TR387276|c10_g2_i2	
TR387276|c10_g3_i2	
TR387276|c10_g4_i1	
TR387276|c10_g5_i1	
TR387276|c10_g6_i1	
TR387276|c10_g7_i1	
TR387276|c10_g8_i1	
TR387276|c10_g8_i3	
TR387276|c10_g8_i4	
TR387276|c10_g9_i1	
TR387276|c11_g1_i1	
TR387276|c11_g2_i7	
TR387278|c3_g3_i1	
TR387279|c2_g1_i1	
TR387279|c2_g1_i3	
TR387279|c2_g2_i1	GO:0000978;GO:0001227;GO:0005634;GO:0005829;GO:0008134;GO:0014842;GO:0031062;GO:0040012;GO:0045944;GO:2000288
TR387279|c2_g2_i4	GO:0000978;GO:0001227;GO:0005634;GO:0005829;GO:0008134;GO:0014842;GO:0031062;GO:0040012;GO:0045944;GO:2000288
TR387279|c2_g2_i5	GO:0000978;GO:0001227;GO:0005634;GO:0005829;GO:0008134;GO:0014842;GO:0031062;GO:0040012;GO:0045944;GO:2000288
TR387280|c1_g1_i1	GO:0003674
TR387281|c2_g1_i2	
TR387282|c2_g1_i1	
TR387283|c1_g1_i1	GO:0043167
TR387285|c4_g2_i4	
TR387285|c5_g2_i1	GO:0005089;GO:0035023;GO:0046872
TR387285|c5_g2_i4	GO:0005089;GO:0035023;GO:0046872
TR387286|c2_g1_i1	
TR387286|c2_g2_i3	GO:0003674
TR387286|c2_g2_i4	GO:0003674
TR387289|c2_g1_i1	GO:0007165;GO:0031012;GO:0043167
TR387289|c2_g1_i2	GO:0007165;GO:0031012;GO:0043167
TR387290|c3_g1_i4	
TR387290|c3_g1_i5	
TR387290|c3_g1_i6	
TR387290|c4_g1_i1	
TR387290|c4_g2_i1	
TR387290|c4_g3_i1	
TR387290|c4_g3_i3	
TR387290|c4_g3_i5	
TR387290|c4_g3_i6	
TR387290|c4_g4_i1	
TR387291|c19_g1_i2	
TR387291|c20_g1_i2	
TR387291|c20_g5_i1	
TR387291|c20_g5_i4	
TR387291|c20_g5_i5	
TR387293|c2_g2_i1	
TR387293|c2_g3_i2	
TR387294|c0_g1_i1	GO:0005319;GO:0005789;GO:0016021;GO:0034203
TR387294|c0_g1_i11	GO:0003674;GO:0007034
TR387294|c0_g1_i3	GO:0003674;GO:0007034
TR387294|c0_g1_i7	GO:0005319;GO:0005789;GO:0016021;GO:0034203
TR387294|c0_g1_i9	GO:0003674;GO:0007034
TR387296|c3_g1_i1	
TR387296|c3_g2_i5	GO:0003677;GO:0006355;GO:0032502
TR387297|c4_g1_i2	GO:0003677
TR387299|c0_g1_i1	
TR387299|c0_g2_i1	GO:0003924;GO:0005525;GO:0016021
TR387299|c0_g2_i2	GO:0003924;GO:0005525;GO:0016021
TR387300|c2_g2_i1	GO:0003779;GO:0005765;GO:0005768;GO:0006886;GO:0016197;GO:0030897;GO:0032889;GO:0035542
TR387300|c2_g4_i1	GO:0005765;GO:0005770;GO:0005884;GO:0006886;GO:0008333;GO:0030123;GO:0030136;GO:0030424;GO:0030897;GO:0031901;GO:0032889;GO:0033263;GO:0035542;GO:0043025;GO:0046718;GO:0051015;GO:0055037;GO:0097352
TR387301|c0_g1_i1	GO:0003777;GO:0005524;GO:0007018;GO:0030286
TR387302|c1_g1_i2	
TR387302|c1_g2_i1	GO:0043167
TR387303|c3_g1_i3	
TR387303|c3_g1_i4	
TR387303|c3_g2_i2	GO:0005319;GO:0005773;GO:0006869;GO:0007275;GO:0009987;GO:0012505;GO:0016021;GO:0042221;GO:0065007
TR387303|c3_g2_i4	GO:0001666;GO:0035855;GO:0043009;GO:0055113
TR387304|c1_g1_i2	GO:0003674
TR387306|c3_g3_i2	GO:0003674
TR387307|c1_g1_i1	
TR387308|c2_g1_i3	GO:0005509;GO:0005576;GO:0005604;GO:0005938;GO:0030054;GO:0070062
TR387309|c0_g1_i2	GO:0004222;GO:0006508;GO:0008233;GO:0008237;GO:0008270;GO:0016787;GO:0046872
TR387309|c0_g1_i4	GO:0004222;GO:0006508;GO:0008233;GO:0008237;GO:0008270;GO:0016787;GO:0046872
TR387310|c6_g1_i3	
TR387310|c6_g2_i1	
TR387311|c1_g1_i4	
TR387311|c1_g1_i5	
TR387312|c2_g2_i1	
TR387312|c2_g4_i1	GO:0003723
TR387312|c2_g4_i2	GO:0003723
TR387312|c2_g4_i3	GO:0003723
TR387313|c3_g1_i1	GO:0005743;GO:0016491;GO:0055114;GO:0070469
TR387313|c3_g1_i2	GO:0005743;GO:0016491;GO:0055114;GO:0070469
TR387314|c3_g2_i1	GO:0005262;GO:0005509;GO:0016020;GO:0050982
TR387314|c3_g2_i2	GO:0005509;GO:0016021
TR387314|c3_g2_i3	GO:0005509;GO:0016020
TR389946|c8_g1_i1	
TR389946|c9_g1_i1	GO:0043167
TR389947|c5_g1_i1	GO:0007165
TR389947|c5_g1_i2	GO:0007165
TR389947|c5_g1_i3	GO:0007165
TR389948|c2_g1_i1	
TR389948|c2_g2_i1	
TR389949|c11_g4_i1	
TR389949|c11_g5_i1	
TR389949|c11_g6_i1	
TR389949|c12_g2_i2	GO:0005643
TR389949|c13_g2_i1	
TR389950|c6_g1_i2	
TR389950|c9_g4_i1	
TR389951|c1_g1_i2	GO:0016746
TR389952|c1_g1_i1	GO:0005604;GO:0048731;GO:0070831
TR389953|c3_g1_i1	
TR389953|c3_g1_i2	
TR389953|c3_g1_i3	
TR389953|c4_g1_i1	GO:0008233
TR389953|c4_g1_i3	GO:0008233
TR389954|c16_g3_i1	
TR389954|c16_g3_i2	
TR389954|c16_g3_i3	
TR389954|c16_g3_i4	
TR389954|c16_g3_i6	
TR389954|c16_g5_i1	
TR389954|c17_g1_i1	GO:0005198
TR389954|c17_g2_i1	GO:0005201;GO:0005581;GO:0031012
TR389954|c18_g1_i10	GO:0004518
TR389954|c18_g1_i3	GO:0004518
TR389955|c6_g1_i1	GO:0006464;GO:0016301;GO:0043167
TR389956|c5_g1_i1	GO:0004518
TR389956|c5_g2_i2	
TR389956|c6_g2_i2	GO:0003676;GO:0003964;GO:0004523;GO:0006278;GO:0090502
TR389956|c6_g2_i3	GO:0003676;GO:0003964;GO:0004523;GO:0006278;GO:0090502
TR389957|c8_g1_i3	
TR389957|c8_g1_i6	
TR389957|c8_g2_i1	
TR389957|c8_g5_i1	
TR389957|c8_g5_i2	
TR389957|c8_g5_i3	
TR389957|c8_g5_i4	
TR389958|c3_g1_i1	GO:0003674
TR389958|c3_g1_i2	GO:0003674
TR389958|c3_g1_i3	GO:0003674
TR389958|c3_g1_i4	GO:0003674
TR389959|c25_g1_i1	
TR389959|c27_g2_i1	
TR389959|c27_g2_i2	
TR389960|c7_g1_i2	GO:0003677;GO:0005515;GO:0005634;GO:0006355;GO:0008168;GO:0016491;GO:0032259;GO:0034720;GO:0050660;GO:0055114
TR389961|c7_g1_i1	
TR389961|c7_g2_i5	
TR389961|c8_g1_i6	
TR389962|c5_g1_i1	GO:0000149;GO:0005484;GO:0006886;GO:0006906;GO:0012505;GO:0016021;GO:0031201;GO:0048278
TR389962|c5_g1_i2	GO:0000149;GO:0005484;GO:0005768;GO:0006886;GO:0006906;GO:0016021;GO:0031201;GO:0048278
TR389962|c5_g2_i1	
TR389962|c5_g3_i1	GO:0005643;GO:0006606;GO:0007094;GO:0017056;GO:0019013
TR389962|c5_g3_i2	GO:0005215;GO:0005515;GO:0005694;GO:0006606;GO:0006997;GO:0015630;GO:0030071;GO:0031965;GO:0034399;GO:0044430;GO:0044615;GO:0046822;GO:0048523;GO:0050658;GO:0051168;GO:0051716;GO:0090316
TR389962|c5_g4_i1	
TR389963|c11_g1_i3	
TR389964|c6_g1_i1	
TR389964|c6_g1_i2	
TR389964|c9_g1_i1	
TR389964|c9_g2_i1	GO:0003674
TR389964|c9_g3_i1	
TR389965|c1_g1_i1	GO:0003674
TR389966|c0_g1_i2	GO:0005261;GO:0006812;GO:0006979;GO:0016021;GO:0034220;GO:0047631
TR389967|c2_g1_i1	GO:0003674;GO:0006259
TR389967|c2_g1_i2	GO:0003674;GO:0006259
TR389968|c2_g1_i1	
TR389969|c7_g1_i1	
TR389969|c7_g2_i1	GO:0005829;GO:0006914
TR389969|c7_g2_i2	GO:0005829;GO:0006914
TR389969|c7_g2_i3	
TR389969|c7_g7_i2	
TR389969|c8_g1_i11	GO:0003676;GO:0004523;GO:0090502
TR389969|c8_g1_i6	GO:0004518
TR389970|c6_g6_i2	
TR389972|c6_g1_i2	GO:0043167
TR389973|c8_g2_i2	
TR389973|c9_g1_i10	GO:0003964;GO:0006278
TR389973|c9_g1_i4	
TR389973|c9_g1_i7	
TR389974|c18_g1_i1	
TR389974|c18_g1_i3	
TR389974|c22_g1_i1	
TR389974|c22_g4_i1	
TR389974|c22_g4_i2	
TR389974|c23_g11_i1	
TR389974|c24_g1_i1	
TR389975|c5_g1_i2	
TR389975|c6_g4_i1	GO:0016020;GO:0016021
TR389976|c11_g2_i1	
TR389976|c11_g2_i2	
TR389976|c11_g2_i4	
TR389976|c11_g2_i6	
TR389976|c12_g1_i1	
TR389976|c13_g6_i1	
TR389976|c13_g7_i1	
TR389976|c13_g7_i2	
TR389979|c4_g1_i1	
TR389979|c5_g1_i2	
TR389979|c5_g1_i3	
TR389979|c6_g2_i3	GO:0003723;GO:0003964;GO:0004519;GO:0006278;GO:0090305
TR389979|c7_g1_i1	GO:0004017;GO:0004127;GO:0005524;GO:0006139;GO:0016021;GO:0016310
TR389979|c7_g1_i5	GO:0005524;GO:0006139;GO:0016020;GO:0016310;GO:0019205
TR389979|c7_g1_i6	
TR389979|c7_g1_i7	GO:0004017;GO:0004127;GO:0005524;GO:0006139;GO:0016021;GO:0016310
TR389980|c6_g1_i1	
TR389980|c6_g1_i2	
TR389980|c6_g3_i1	
TR389980|c6_g3_i2	
TR389980|c6_g4_i1	
TR389980|c8_g1_i1	
TR389981|c10_g1_i2	GO:0003674
TR389981|c11_g3_i2	
TR389981|c12_g2_i3	
TR389981|c12_g2_i4	
